0,0,546,108
0,0,545,109
0,0,546,109
0,0,547,109
0,0,545,110
0,0,546,110
0,0,547,110
0,0,548,110
0,0,544,111
0,0,545,111
0,0,546,111
0,0,547,111
0,0,548,111
0,0,543,112
0,0,544,112
0,0,545,112
0,0,546,112
0,0,547,112
0,0,542,113
0,0,543,113
0,0,544,113
0,0,545,113
0,0,546,113
0,0,540,114
0,0,541,114
0,0,542,114
0,0,543,114
0,0,544,114
0,0,545,114
0,0,539,115
0,0,540,115
0,0,541,115
0,0,542,115
0,0,543,115
0,0,544,115
0,0,537,116
0,0,538,116
0,0,539,116
0,0,540,116
0,0,541,116
0,0,542,116
0,0,536,117
0,0,537,117
0,0,538,117
0,0,539,117
0,0,540,117
0,0,535,118
0,0,536,118
0,0,537,118
0,0,538,118
0,0,539,118
0,0,534,119
0,0,535,119
0,0,536,119
0,0,537,119
0,0,538,119
0,0,533,120
0,0,534,120
0,0,535,120
0,0,536,120
0,0,537,120
0,0,532,121
0,0,533,121
0,0,534,121
0,0,535,121
0,0,536,121
0,0,531,122
0,0,532,122
0,0,533,122
0,0,534,122
0,0,535,122
0,0,530,123
0,0,531,123
0,0,532,123
0,0,533,123
0,0,534,123
0,0,528,124
0,0,529,124
0,0,530,124
0,0,531,124
0,0,532,124
0,0,527,125
0,0,528,125
0,0,529,125
0,0,530,125
0,0,531,125
0,0,526,126
0,0,527,126
0,0,528,126
0,0,529,126
0,0,530,126
0,0,525,127
0,0,526,127
0,0,527,127
0,0,528,127
0,0,529,127
0,0,523,128
0,0,524,128
0,0,525,128
0,0,526,128
0,0,527,128
0,0,522,129
0,0,523,129
0,0,524,129
0,0,525,129
0,0,526,129
0,0,521,130
0,0,522,130
0,0,523,130
0,0,524,130
0,0,525,130
0,0,520,131
0,0,521,131
0,0,522,131
0,0,523,131
0,0,524,131
0,0,518,132
0,0,519,132
0,0,520,132
0,0,521,132
0,0,522,132
0,0,517,133
0,0,518,133
0,0,519,133
0,0,520,133
0,0,521,133
0,0,516,134
0,0,517,134
0,0,518,134
0,0,519,134
0,0,520,134
0,0,515,135
0,0,516,135
0,0,517,135
0,0,518,135
0,0,519,135
0,0,514,136
0,0,515,136
0,0,516,136
0,0,517,136
0,0,518,136
0,0,512,137
0,0,513,137
0,0,514,137
0,0,515,137
0,0,516,137
0,0,511,138
0,0,512,138
0,0,513,138
0,0,514,138
0,0,515,138
0,0,510,139
0,0,511,139
0,0,512,139
0,0,513,139
0,0,514,139
0,0,508,140
0,0,509,140
0,0,510,140
0,0,511,140
0,0,512,140
0,0,513,140
0,0,507,141
0,0,508,141
0,0,509,141
0,0,510,141
0,0,511,141
0,0,512,141
0,0,505,142
0,0,506,142
0,0,507,142
0,0,508,142
0,0,509,142
0,0,510,142
0,0,504,143
0,0,505,143
0,0,506,143
0,0,507,143
0,0,508,143
0,0,503,144
0,0,504,144
0,0,505,144
0,0,506,144
0,0,507,144
0,0,501,145
0,0,502,145
0,0,503,145
0,0,504,145
0,0,505,145
0,0,500,146
0,0,501,146
0,0,502,146
0,0,503,146
0,0,504,146
0,0,499,147
0,0,500,147
0,0,501,147
0,0,502,147
0,0,503,147
0,0,497,148
0,0,498,148
0,0,499,148
0,0,500,148
0,0,501,148
0,0,496,149
0,0,497,149
0,0,498,149
0,0,499,149
0,0,500,149
0,0,495,150
0,0,496,150
0,0,497,150
0,0,498,150
0,0,499,150
0,0,495,151
0,0,496,151
0,0,497,151
0,0,498,151
0,0,493,152
0,0,494,152
0,0,495,152
0,0,496,152
0,0,497,152
0,0,492,153
0,0,493,153
0,0,494,153
0,0,495,153
0,0,496,153
0,0,491,154
0,0,492,154
0,0,493,154
0,0,494,154
0,0,495,154
0,0,489,155
0,0,490,155
0,0,491,155
0,0,492,155
0,0,493,155
0,0,487,156
0,0,488,156
0,0,489,156
0,0,490,156
0,0,491,156
0,0,492,156
0,0,486,157
0,0,487,157
0,0,488,157
0,0,489,157
0,0,490,157
0,0,484,158
0,0,485,158
0,0,486,158
0,0,487,158
0,0,488,158
0,0,489,158
0,0,483,159
0,0,484,159
0,0,485,159
0,0,486,159
0,0,487,159
0,0,482,160
0,0,483,160
0,0,484,160
0,0,485,160
0,0,486,160
0,0,481,161
0,0,482,161
0,0,483,161
0,0,484,161
0,0,485,161
0,0,480,162
0,0,481,162
0,0,482,162
0,0,483,162
0,0,484,162
0,0,478,163
0,0,479,163
0,0,480,163
0,0,481,163
0,0,482,163
0,0,483,163
0,0,477,164
0,0,478,164
0,0,479,164
0,0,480,164
0,0,481,164
0,0,475,165
0,0,476,165
0,0,477,165
0,0,478,165
0,0,479,165
0,0,480,165
0,0,473,166
0,0,474,166
0,0,475,166
0,0,476,166
0,0,477,166
0,0,478,166
0,0,472,167
0,0,473,167
0,0,474,167
0,0,475,167
0,0,476,167
0,0,470,168
0,0,471,168
0,0,472,168
0,0,473,168
0,0,474,168
0,0,475,168
0,0,469,169
0,0,470,169
0,0,471,169
0,0,472,169
0,0,473,169
0,0,468,170
0,0,469,170
0,0,470,170
0,0,471,170
0,0,472,170
0,0,467,171
0,0,468,171
0,0,469,171
0,0,470,171
0,0,471,171
0,0,466,172
0,0,467,172
0,0,468,172
0,0,469,172
0,0,470,172
0,0,464,173
0,0,465,173
0,0,466,173
0,0,467,173
0,0,468,173
0,0,469,173
0,0,463,174
0,0,464,174
0,0,465,174
0,0,466,174
0,0,467,174
0,0,461,175
0,0,462,175
0,0,463,175
0,0,464,175
0,0,465,175
0,0,466,175
0,0,460,176
0,0,461,176
0,0,462,176
0,0,463,176
0,0,464,176
0,0,459,177
0,0,460,177
0,0,461,177
0,0,462,177
0,0,463,177
0,0,458,178
0,0,459,178
0,0,460,178
0,0,461,178
0,0,456,179
0,0,457,179
0,0,458,179
0,0,459,179
0,0,460,179
0,0,454,180
0,0,455,180
0,0,456,180
0,0,457,180
0,0,458,180
0,0,459,180
0,0,453,181
0,0,454,181
0,0,455,181
0,0,456,181
0,0,457,181
0,0,451,182
0,0,452,182
0,0,453,182
0,0,454,182
0,0,455,182
0,0,456,182
0,0,450,183
0,0,451,183
0,0,452,183
0,0,453,183
0,0,454,183
0,0,449,184
0,0,450,184
0,0,451,184
0,0,452,184
0,0,453,184
0,0,448,185
0,0,449,185
0,0,450,185
0,0,451,185
0,0,446,186
0,0,447,186
0,0,448,186
0,0,449,186
0,0,450,186
0,0,445,187
0,0,446,187
0,0,447,187
0,0,448,187
0,0,449,187
0,0,444,188
0,0,445,188
0,0,446,188
0,0,447,188
0,0,448,188
0,0,443,189
0,0,444,189
0,0,445,189
0,0,446,189
0,0,441,190
0,0,442,190
0,0,443,190
